OTUId,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_1754,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1051,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1694,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Blvii28,
OTU_621,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
OTU_438,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7,,
OTU_462,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,
OTU_921,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_929,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,[Eubacterium],dolichum
OTU_1378,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,
OTU_1406,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,
OTU_1461,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,,
OTU_955,Bacteria,TM7,TM7-3,,,,
OTU_1867,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,
OTU_1623,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Megamonas,
OTU_764,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,
OTU_1832,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
OTU_748,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1260,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_966,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,,
OTU_979,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,cc_115,
OTU_1717,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Paraprevotellaceae],[Prevotella],
OTU_1721,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
OTU_751,Bacteria,,,,,,
OTU_1321,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,
OTU_1872,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Helcococcus,
OTU_1042,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Parvibaculum,
OTU_1731,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,,
OTU_786,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,
OTU_1124,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,
OTU_804,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
OTU_1236,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,
OTU_1420,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,brevis
OTU_1655,Bacteria,,,,,,
OTU_1341,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],,
OTU_1441,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU_1329,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
OTU_1279,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Flectobacillus,
OTU_1850,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
OTU_1210,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU_1177,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Propionivibrio,
OTU_1783,Bacteria,TM7,TM7-3,CW040,,,
OTU_1024,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
OTU_505,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Sediminibacterium,
OTU_1073,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
OTU_1446,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,subflava
OTU_1434,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,
OTU_249,Bacteria,Cyanobacteria,4C0d-2,YS2,,,
OTU_149,Bacteria,Tenericutes,RF3,ML615J-28,,,
OTU_690,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
OTU_635,Bacteria,Cyanobacteria,4C0d-2,YS2,,,
OTU_1745,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,
OTU_1668,Bacteria,,,,,,
OTU_787,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_947,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7,,
OTU_1763,Bacteria,Cyanobacteria,4C0d-2,YS2,,,
OTU_1101,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],,
OTU_1444,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_993,Bacteria,Tenericutes,Mollicutes,RF39,,,
OTU_546,Bacteria,Tenericutes,Mollicutes,RF39,,,
OTU_1606,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_842,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,
OTU_1103,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1486,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1453,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1796,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1545,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,,
OTU_1768,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1379,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,,
OTU_1115,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1374,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Odoribacteraceae],Butyricimonas,
OTU_1852,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,
OTU_1316,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,
OTU_1687,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1364,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia,
OTU_740,Bacteria,Cyanobacteria,4C0d-2,YS2,,,
OTU_1295,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
OTU_1405,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,
OTU_1012,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,
OTU_1681,Bacteria,Cyanobacteria,4C0d-2,YS2,,,
OTU_1508,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister,
OTU_959,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,,
OTU_850,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1193,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Leadbetterella,
OTU_1723,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
OTU_1055,Bacteria,Tenericutes,Mollicutes,RF39,,,
OTU_1533,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,,
OTU_1859,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1473,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,,
OTU_1679,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,
OTU_1216,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_1380,Bacteria,Firmicutes,,,,,
OTU_1610,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1085,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,
OTU_1729,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_1581,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_763,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,,
OTU_1670,Bacteria,,,,,,
OTU_1436,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,
OTU_1571,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,,,
OTU_1676,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1825,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1524,Bacteria,Tenericutes,Mollicutes,RF39,,,
OTU_1607,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1709,Bacteria,,,,,,
OTU_1802,Bacteria,GN02,BD1-5,,,,
OTU_1438,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,
OTU_1734,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,
OTU_1502,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,,,
OTU_1836,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,
OTU_1834,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,barnesiae
OTU_1671,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
OTU_508,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,
OTU_1582,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
OTU_1240,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,
OTU_985,Bacteria,Cyanobacteria,Oscillatoriophycideae,,,,
OTU_1595,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],,
OTU_1247,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],GW-34,
OTU_1287,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU_269,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU_1862,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,
OTU_199,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
OTU_829,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_429,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Paraprevotellaceae],,
OTU_1386,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU_417,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_1245,Bacteria,Firmicutes,Clostridia,SHA-98,,,
OTU_1060,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_378,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
OTU_409,Bacteria,Proteobacteria,Alphaproteobacteria,RF32,,,
OTU_1660,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_678,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Paraprevotellaceae],Paraprevotella,
OTU_248,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,,
OTU_779,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
OTU_750,Bacteria,Cyanobacteria,4C0d-2,YS2,,,
OTU_1151,Bacteria,Tenericutes,Mollicutes,RF39,,,
OTU_910,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
OTU_865,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
OTU_1661,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1657,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,
OTU_1092,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
OTU_1175,Bacteria,Tenericutes,Mollicutes,RF39,,,
OTU_1572,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
OTU_1222,Bacteria,Tenericutes,Mollicutes,RF39,,,
OTU_1478,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_1337,Bacteria,Firmicutes,Clostridia,Clostridiales,Dehalobacteriaceae,,
OTU_1308,Bacteria,Cyanobacteria,4C0d-2,YS2,,,
OTU_1188,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
OTU_1435,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1503,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1078,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1844,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_958,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_495,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1154,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Paraprevotellaceae],[Prevotella],
OTU_812,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU_1437,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1396,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1829,Bacteria,Lentisphaerae,[Lentisphaeria],Victivallales,Victivallaceae,,
OTU_1505,Bacteria,Firmicutes,Clostridia,Clostridiales,Dehalobacteriaceae,Dehalobacterium,
OTU_1708,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,
OTU_1068,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Paraprevotellaceae],[Prevotella],
OTU_1575,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1174,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Paraprevotellaceae],CF231,
OTU_1303,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,rc4-4,
OTU_1688,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU_1584,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,paralimentarius
OTU_1313,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_1659,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
OTU_1488,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1822,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister,
OTU_1296,Bacteria,Firmicutes,Clostridia,Clostridiales,Dehalobacteriaceae,Dehalobacterium,
OTU_1654,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1882,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1597,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
OTU_915,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1172,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1683,Bacteria,,,,,,
OTU_953,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU_1551,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],,
OTU_1677,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
OTU_1856,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_732,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
OTU_1884,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
OTU_1413,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,,
OTU_797,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,,
OTU_1855,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1297,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7,,
OTU_1639,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,
OTU_1246,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1433,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,,
OTU_1568,Bacteria,,,,,,
OTU_1801,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1894,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1385,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1846,Bacteria,,,,,,
OTU_1470,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,,,
OTU_1835,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,
OTU_491,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU_325,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,
OTU_644,Bacteria,Tenericutes,Mollicutes,RF39,,,
OTU_860,Bacteria,Tenericutes,Mollicutes,RF39,,,
OTU_1431,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
OTU_738,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU_1395,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1826,Bacteria,Cyanobacteria,4C0d-2,YS2,,,
OTU_1892,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Odoribacteraceae],Odoribacter,
OTU_1812,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU_1625,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
OTU_1633,Bacteria,,,,,,
OTU_1343,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],,
OTU_1827,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Paraprevotellaceae],Paraprevotella,
OTU_1704,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
OTU_1630,Bacteria,,,,,,
OTU_1678,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1685,Bacteria,,,,,,
OTU_1628,Bacteria,Firmicutes,Clostridia,Natranaerobiales,Anaerobrancaceae,Anaerobranca,
OTU_1764,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,0319-6G20,,
OTU_1854,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
OTU_1803,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1593,Bacteria,,,,,,
OTU_1382,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
