OTUId,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_1228,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,
OTU_509,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Helcococcus,
OTU_365,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,
OTU_642,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,
OTU_265,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_1264,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
OTU_1465,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,
OTU_434,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
OTU_1750,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,
OTU_1588,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
OTU_834,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_487,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
OTU_303,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,ruminis
OTU_1456,Bacteria,TM7,TM7-3,I025,Rs-045,,
OTU_798,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,,
OTU_1477,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU_414,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
OTU_1663,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,mexicana
OTU_941,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Alloiococcus,
OTU_345,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_663,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,,
OTU_849,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,kestanbolensis
OTU_1530,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU_252,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_442,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],,
OTU_557,Bacteria,Tenericutes,Mollicutes,RF39,,,
OTU_1594,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
OTU_1288,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,
OTU_1129,Bacteria,Firmicutes,Bacilli,Bacillales,[Exiguobacteraceae],,
OTU_1059,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,parainfluenzae
OTU_624,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU_1209,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,
OTU_494,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,
OTU_906,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1417,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
OTU_1282,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
OTU_1419,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,,
OTU_246,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,aerofaciens
OTU_1248,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,
OTU_1043,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Sutterella,
OTU_1886,Bacteria,[Thermi],Deinococci,Deinococcales,Deinococcaceae,Deinococcus,
OTU_451,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_490,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,,
OTU_1097,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,
OTU_1370,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,
OTU_136,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,[Eubacterium],biforme
OTU_1698,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_704,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,
OTU_1769,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Proteiniclasticum,
OTU_1861,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Ureibacillus,
OTU_647,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,
OTU_1400,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,
OTU_331,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,
OTU_691,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,
OTU_662,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU_1507,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,ochracea
OTU_716,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,,,
OTU_528,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_309,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7,,
OTU_478,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_840,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,
OTU_1244,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,
OTU_1213,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,multivorum
OTU_1775,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,
OTU_1537,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,copri
OTU_1167,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_1546,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,copri
OTU_333,Bacteria,Proteobacteria,Alphaproteobacteria,RF32,,,
OTU_547,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,
OTU_1081,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,
OTU_1449,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,,
OTU_1561,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,,
OTU_545,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,amylovorum
OTU_1765,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,,
OTU_1150,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,
OTU_1207,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,mastitidis
OTU_1808,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
OTU_1522,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
OTU_930,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,
OTU_1863,Bacteria,Gemmatimonadetes,Gemmatimonadetes,,,,
OTU_1290,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,,
OTU_1864,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_638,Bacteria,Firmicutes,Clostridia,Clostridiales,[Acidaminobacteraceae],,
OTU_1888,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,,,
OTU_424,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,
OTU_1440,Bacteria,Firmicutes,Bacilli,Bacillales,,,
OTU_874,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,infantis
OTU_990,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,
OTU_311,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_632,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,producta
OTU_701,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_1263,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,,
OTU_1491,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,,
OTU_1579,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],,
OTU_1198,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Ignatzschineria,
OTU_419,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
OTU_807,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,,
OTU_1223,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1851,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
OTU_1690,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,
OTU_830,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1651,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Anaerococcus,
OTU_590,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,
OTU_1519,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,
OTU_585,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1143,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Alloiococcus,otitis
OTU_591,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium,
OTU_469,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,
OTU_1761,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,
OTU_1534,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
OTU_283,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister,
OTU_1759,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,,
OTU_221,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,,
OTU_341,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,
OTU_328,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
OTU_1710,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Epulopiscium,
OTU_618,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,
OTU_1344,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,
OTU_1848,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Peptoniphilus,
OTU_1026,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,,
OTU_499,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,,
OTU_1868,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,
OTU_661,Bacteria,SR1,,,,,
OTU_987,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1555,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella,
OTU_866,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1322,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
OTU_234,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,callidus
OTU_305,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,marcescens
OTU_1023,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU_951,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
OTU_1875,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,iners
OTU_501,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],,
OTU_660,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_513,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1573,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,
OTU_1328,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
OTU_1529,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,
OTU_1637,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
OTU_1813,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,parainfluenzae
OTU_1517,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,
OTU_1127,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
OTU_597,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus,
OTU_629,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,
OTU_1298,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU_372,Bacteria,Tenericutes,Mollicutes,RF39,,,
OTU_1348,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,
OTU_1495,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],
OTU_1653,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,
OTU_1618,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
OTU_465,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],ph2,
OTU_447,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
OTU_1309,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Rickettsiella,
OTU_1410,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,
OTU_1647,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,
OTU_601,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Schwartzia,
OTU_515,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],,
OTU_1644,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
OTU_230,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Peptoniphilus,
OTU_1312,Bacteria,TM7,TM7-3,,,,
OTU_734,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
OTU_659,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus,
OTU_1562,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,
OTU_1840,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
OTU_1774,Bacteria,[Thermi],Deinococci,Deinococcales,Deinococcaceae,Deinococcus,
OTU_1576,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
OTU_1871,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU_295,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,
OTU_1543,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Arsenicicoccus,
OTU_247,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
OTU_912,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,
OTU_1349,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1025,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,
OTU_964,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,
OTU_57,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,plebeius
OTU_519,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_317,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,
OTU_828,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,
OTU_1870,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU_456,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,amylovorum
OTU_1538,Bacteria,Firmicutes,,,,,
OTU_877,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_773,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,catus
OTU_1877,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,
OTU_1740,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,nanceiensis
OTU_1424,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,,
OTU_971,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,
OTU_882,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1518,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,
OTU_481,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1845,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
OTU_1272,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nakamurellaceae,,
OTU_1347,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,
OTU_1178,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
OTU_1266,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Xenococcaceae,Chroococcidiopsis,
OTU_727,Bacteria,Tenericutes,Mollicutes,RF39,,,
OTU_1475,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
OTU_416,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,,
OTU_709,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,
OTU_1752,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,
OTU_1787,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,,
OTU_1744,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,
OTU_562,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1874,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,
OTU_567,Bacteria,TM7,TM7-3,,,,
OTU_617,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,
OTU_636,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Paraprevotellaceae],[Prevotella],
OTU_1756,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
OTU_695,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1781,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
OTU_349,Bacteria,Firmicutes,Bacilli,Turicibacterales,Turicibacteraceae,Turicibacter,
OTU_354,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1782,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
OTU_428,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,[Eubacterium],dolichum
OTU_1737,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1795,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,
OTU_1691,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Paraprevotellaceae],[Prevotella],
OTU_496,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_574,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,
OTU_1141,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,,
OTU_861,Bacteria,Firmicutes,,,,,
OTU_1457,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_641,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1770,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavisolibacter,
OTU_1251,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,
OTU_1831,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,
OTU_871,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU_880,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU_835,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],,
OTU_673,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU_1889,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,
OTU_1293,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,
OTU_1511,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister,
OTU_1631,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavisolibacter,
OTU_730,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,melaninogenica
OTU_1713,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,
OTU_957,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
OTU_831,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1640,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,
OTU_760,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,
OTU_657,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,
OTU_1031,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,,
OTU_1318,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,succinicans
OTU_1649,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_477,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
OTU_1755,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1490,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],,
OTU_1365,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_949,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,
OTU_1751,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Kineosporiaceae,,
OTU_1837,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
OTU_784,Bacteria,,,,,,
OTU_960,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
OTU_1539,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermacoccaceae,Dermacoccus,
OTU_444,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],Mogibacterium,
OTU_1784,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,angustum
OTU_1280,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
OTU_1271,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Adlercreutzia,
OTU_1180,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,
OTU_1252,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,,
OTU_770,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],,
OTU_1354,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],,
OTU_1830,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,
OTU_1720,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,,,
OTU_721,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1641,Bacteria,[Thermi],Deinococci,Deinococcales,Deinococcaceae,Deinococcus,
OTU_1200,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,
OTU_1366,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,,
OTU_564,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,
OTU_1814,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_1847,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Rhodocytophaga,
OTU_1399,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,
OTU_403,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,[Eubacterium],dolichum
OTU_464,Bacteria,SR1,,,,,
OTU_1646,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Beutenbergiaceae,,
OTU_1748,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,
OTU_627,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Sarcina,
OTU_687,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sobrinus
OTU_1320,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
